SIM,Hid,Drp,UA_train [%],WA_train [%],UA_val [%],WA_val [%]
0,128_64,0.3,92.62,92.62,49.82,49.82
1,128_32,0.3,92.58,92.58,51.04,51.04
2,128_16,0.3,92.6,92.6,49.74,49.74
3,128,0.3,79.42,79.42,50.12,50.12
4,128_64_32,0.3,93.72,93.72,49.82,49.82
0,128_128_128_64_32_16,0.3,94.78,94.78,52.1,52.1
1,128_128_128_64_32_16,0.5,92.42,92.42,51.84,51.84
